site_id,long,lat,imp
3,-77.263149,38.758752,14.323241708293287
17,-76.694935,38.911893,0.2570984865796077
19,-76.977259,38.856692,22.57869795434788
23,-76.547451,38.701874,9.58577993291765
26,-77.344512,38.92377,2.4840714216366675
34,-77.05675,38.985856,12.05521642271349
45,-77.053186301,38.994009,28.70848123264376
47,-77.040834,38.940066,21.4278535013602
49,-77.14316,38.969369,13.318197205253178
50,-76.95419,39.00645,17.773224535266916
56,-76.46323,39.113321,16.311037537557116
59,-77.00135,38.974007,22.052679133708452
62,-77.35725,38.915614,3.7185218878158497
63,-76.7946,38.97406,14.930376455106416
76,-76.952668,39.03227,10.829519060739221
77,-76.211544,38.781935,10.179409706399742
85,-77.01364,38.97176,46.79096777684804
89,-76.937993,38.933174,38.91816693045804
91,-76.544951998,39.105263,13.562992643500497
94,-77.0044,38.9764,23.673583607447497
105,-76.6238,39.379563,25.038202939852653
106,-76.55691,39.49158,2.498145982688617
109,-76.631598,39.286099,78.5961293127978
111,-77.34458,38.92374,2.5016657638748243
121,-76.998343364,38.643031,5.250184078203574
124,-76.54802,39.126658,30.380057853961393
125,-76.873598,39.002435,20.10909989655344
129,-77.032995842,39.058623,4.114011324882817
130,-77.05334,38.89977,68.68963545222252
131,-76.48468,38.96281,43.04619696341401
132,-77.103818,39.040017,34.361374603098966
139,-77.26441,38.74159,7.3853653808695405
141,-77.41811,38.865157,22.643719765475897
145,-77.08536,38.982444,18.723865562277563
148,-76.12497,38.732481,2.2103220459818993
150,-76.559736,38.94883,17.050075609164715
151,-76.443988,39.040118,14.878900213670601
154,-77.08751,39.034495,9.792612132149117
155,-77.032135,38.897921,75.20002907922259
157,-76.95434,38.942218,49.440724812496896
162,-76.92866,39.06249,16.058698572175746
163,-77.0229,38.675841,4.383088978554173
165,-77.02264,39.01415,16.674791769623933
169,-77.227727682,38.997446,3.5193558049420783
172,-76.588785,39.395162,29.194196642087974
182,-77.17451,39.296892,2.854220986980173
198,-77.04754,38.91971,53.3614033644007
199,-76.582412474,38.98628,23.052254158945768
208,-76.482983,39.0382,18.84738022787248
209,-76.99381,39.30942,0.5140586400911343
213,-76.84428,39.15633,8.273977456472352
216,-76.836499,39.326754,0.3163404318740012
217,-76.780006265,39.266481,3.807018014526309
225,-76.780331,39.266198,3.5981779247261163
226,-76.77265,39.266627,9.212544309624574
229,-76.571593,38.560514,0.14682662490094325
231,-76.591968651,39.091655,12.56894240614546
233,-76.989525,38.886372,62.843282986551095
234,-76.007615,38.961106,0.4568893769531523
238,-77.353212,38.620605,12.940148310723988
239,-77.35579,38.626042,14.599219058433206
246,-76.653927,39.352573,10.24551045040483
247,-76.99879,38.88877,70.13716957141851
248,-77.040764,39.11478,5.02956009648312
251,-76.58533,39.682474,0.19177506162606625
253,-76.5341,39.012895,1.9232019027081677
254,-76.786866009,39.275981,5.483108636414523
256,-77.09664,38.898386,24.85823122018373
260,-77.49654,38.463688,11.155168187260076
266,-76.600211605,39.041453,4.622294797601261
267,-76.60021,39.041453,4.622294797601261
274,99999,99999,NA
275,-77.161128876,38.905535,11.706479185232737
276,-77.07797,38.89236,60.05030746468961
277,-77.077891,38.892695,59.738516975846444
294,-77.030072,38.911439,79.85368585787661
295,-77.10746,38.930031,18.044063164447557
297,-76.5197,38.896318,10.661045034299276
305,-76.583534032,38.829108,0.107420855250169
309,-76.95083,38.933626,39.49485508330392
316,-76.541146,38.841726,12.600346863886374
319,-77.0509,38.719622,14.19130253346049
322,-77.10968,38.947608,7.703132119202791
323,-77.14485,38.86538,37.36985032830079
332,-76.628741,38.848259,0.8373595839087007
334,-77.13472,39.057751,15.220496977520728
338,-77.020251405,38.985277,35.00239262690497
345,-77.01771,38.98896,30.68958086742275
352,-76.291998,39.470445,18.832764257319546
357,-77.13156,38.91267,17.09425345697
362,-76.571556,38.965588,12.673585179344073
363,-77.131991,38.90094,26.35576958230321
364,-77.394018,38.669979,27.77321176034499
376,-76.667853693,39.376434,20.2108946406615
380,-77.057244,38.909098,45.93549832981876
381,-77.09269,38.86296,48.46944529070539
386,-77.115777,38.877461,49.75691319074458
387,-76.80004,39.280076,13.244242803162631
390,-76.493753,38.384473,1.5560695041814592
392,-77.295224541,38.712159,1.1033960355632848
394,-76.53842,39.061207,12.628259928790529
397,-76.59892,39.08908,6.515482276661017
400,-77.12254,38.884753,28.181845082550346
401,-76.614092,39.363247,27.952337474074273
402,-76.859292867,38.779549,9.494471953195093
408,-77.11898,38.999149,19.266683794731215
412,-77.114597,39.041565,46.03425933042467
413,-77.162335,38.923376,14.97481277565015
415,-76.553182,38.82695,0.9800310607923267
416,-77.23417,39.205828,15.533239421859758
423,-76.58091,39.651874,0.21444993141507726
426,-76.58365,39.090174,21.452174430924135
428,-77.037168,38.911273,81.39998874360259
431,-77.055554,38.975832,10.703115126152511
432,-77.117744,38.987426,11.851667313787564
440,-77.059128,38.975591,11.204295348525633
445,-77.062411,39.074726,17.58923516651503
453,-76.617466,38.792951,0.30773006747887927
459,-77.085421353,38.780345,25.248656422945057
462,-76.43189,39.011824,2.9629919778829956
464,-76.604774,38.985061,4.155860367151211
468,-77.00705,39.013608,26.974394018069173
474,-76.726139,38.907597,23.380595601348006
476,-76.490434,38.977176,59.98453905559337
479,-77.068693,38.9634,26.461998461593907
485,-77.131503,38.858805,27.774160654083904
493,-77.44713,38.846127,22.239267970563247
495,-76.991882,38.983605,25.66199552946204
499,-76.479483,39.105757,9.327523715187118
504,-77.09942,38.882052,53.58507754181784
515,-77.023467,38.887885,62.776121784716636
517,-76.800355,39.110734,26.188498745870987
532,-77.33713,38.90791,1.4499951426441733
533,-77.34132,38.90577,4.069884962796771
543,-77.070170188,38.826929,22.73442800191899
544,-76.538052,39.075961,23.72865534398135
545,99999,99999,NA
546,-77.00498,38.981324,29.831061700379717
548,-77.09665,38.705807,10.794462010304468
554,-76.96206,38.864802,21.034681359165827
555,-75.852359,38.83089,1.5369199613920443
556,-77.20438,39.084151,23.29946933806055
558,-76.96756,39.015894,22.083489906729575
559,-77.09060333,38.765826,20.712875819051465
570,-77.10457,38.957666,19.462515418057308
578,-76.332588,39.517608,13.676259020464029
579,-76.588029,38.966895,2.3281033445004677
586,-77.146788,38.895191,25.7601524609893
589,99999,99999,NA
591,-77.13684,38.859211,27.71849803401375
600,-77.082862,39.462503,1.3927180772963939
601,-76.344301,39.541912,20.679426477248718
610,-77.047442,38.922725,44.7036731204875
611,-77.30772,39.09019,2.0355017189269504
616,-76.588280452,39.098364,7.328465551738614
629,-77.32038,38.37807,0.12519340331059642
635,-76.741790248,39.275348,22.775422689815034
637,-76.483852,38.9352,10.62956659191344
641,-76.340535,39.71296,1.4793426668614116
649,-77.15827,38.89578,28.637323252341805
652,-77.116505,38.967095,17.292919120540624
655,-77.24095,38.88216,24.898963187668702
657,-77.299275684,38.93561,3.171266074097251
671,-77.05682,38.93492,29.54364357627426
674,-77.019242,38.981265,27.842472837392997
679,-77.10436,38.95739,18.18446116268389
680,-77.08468,38.979683,13.701913068320744
684,-76.499835,39.034625,8.150326148248736
685,-77.04171,38.92433,63.158821510403
687,-76.591530909,39.378332,10.275636738628037
691,-77.1074,38.9491,9.89276169646652
692,-76.509499027,38.992581,20.47627751227066
699,-77.428586004,38.813547,18.992412069740787
704,-76.311764,39.701327,0.15320838609837029
705,-76.951303,38.952673,28.689562344525275
707,-76.539657252,38.790704,2.0526616027830498
712,-77.12293,38.945274,11.81876987340108
718,-77.05754,38.972525,16.28904200839967
721,-77.005066,38.971542,25.959259073487516
722,-77.00267,38.97477,21.056166005352395
725,99999,99999,NA
728,-76.627049,39.045887,4.297651041838932
735,-77.00353,39.150225,2.750633203057335
739,-76.88435,39.207563,24.438932422381104
741,-77.053323809,39.348465,2.260624426997607
743,-76.927058656,39.174562,1.2547346230098888
748,-77.07861,38.7932,41.49568828802371
751,-76.299445,39.479343,12.54004285084532
753,-77.066687309,38.761026,9.593376007606661
755,-76.997061,39.296593,0.8570399049452447
758,-76.785879,39.710665,0.27018906954412
760,-77.098623131,38.958565,18.647289544248498
765,-76.680267,38.74348,7.036789575544598
766,-76.656373149,38.746513,1.3095947946392692
769,-77.207702,39.268785,12.911635464378241
770,-76.445298,39.520254,2.3178911165046716
775,-76.607853889,39.098204,18.221018591973273
777,-77.589400388,38.850265,0.36744913871194124
779,-76.499811439,38.99312,18.50009191605607
780,-77.11954,38.87374,26.6437451873788
783,-76.930213,39.064356,15.014314372829137
784,-76.99685,38.883233,68.9925562826025
785,-77.092304,39.036185,11.192220448613096
788,-76.53508,38.703962,29.612814047718054
792,-76.853080739,39.304516,8.174371809234694
793,-76.464450334,38.997886,4.771830959853572
795,-77.29872,39.03615,2.878638043424895
798,-77.006599,38.994577,19.857398863159947
801,-76.46768,39.09271,8.866602112905868
803,-77.33961,38.687718,11.071429852844672
808,-77.082134,38.986002,16.583374233386245
809,-77.22274,38.984846,9.970918333586942
811,-77.222729,38.984842,9.960520273471811
812,-76.983759001,39.024952999999996,17.98430882511423
815,-77.795039,38.70968,28.882277218537663
819,-77.021388,38.891806,62.14420545953998
821,-76.795876,39.318023,1.017657761518214
822,-76.80688,39.307703,5.1913889529076664
825,-77.32746,38.88929,0.7953645150928994
829,-76.566301136,38.997022,4.1386927695339
831,-76.70061638,39.242845,30.690147666246816
844,-76.92444,39.013420000000004,38.7559175247704
845,-77.066745,39.477325,1.6351038423871989
846,-76.54221,39.086621,8.598644288319285
850,-77.08421,38.94893,38.43477014834498
852,-76.731394,38.714152,0.15158305722302756
854,-77.04259,38.92559,55.35148643643939
858,-77.39895,38.848046,25.456090322724965
860,-76.763676165,39.299355,18.17914671967442
861,-77.146469,39.073258,22.802232062603377
862,-77.103420751,38.785293,18.925084534300737
865,-77.105627,38.924954,15.136433230695165
867,-77.005752,38.97139,26.10094609112158
874,-77.0354,38.97622,24.76179108971867
876,-76.680715288,39.374438,32.18787084867655
883,-77.03846,39.31998,0.3089548094382787
884,-76.54777,39.010404,0.8553798366948999
890,-76.47009,39.017459,2.515134644119607
891,-77.054930255,38.984049,11.314510661151596
895,-77.030825,39.067279,14.740740816109119
897,-76.126927,38.854629,0.295391293688218
902,-77.08238,38.957433,43.465758041087255
908,-76.662488,38.754529,4.153329627464272
926,-77.23235,39.136871,22.37302672545969
931,-76.816002,38.853814,2.3294072461609496
933,-76.88507,39.00142,20.50016429849504
935,99999,99999,NA
950,-77.106829,39.112668,0.8054092901962902
953,-77.026854,39.249036,0.3678908378556767
954,-76.610887,38.897272,0.9532376417049044
956,-76.545862,39.105331,13.744989401576627
957,-77.02058,38.99424,39.82339424633161
960,-76.62489,39.283698,80.24332244938329
965,-76.473826,39.002933,3.9295688108403017
983,-76.55349,38.859942,0.1641748992301996
990,-77.23712964,38.888939,15.978390896999324
995,-76.874740157,39.149845,14.5779645298988
1006,-77.18059,39.067381,19.818530513654448
1009,-76.92108,38.92721,29.509377449307483
1010,-76.86772,38.759709,15.663778299086012
1014,-77.05741,38.99516,28.867877672960052
1019,-77.290863162,39.079726,1.26973795374296
1020,-77.10883,39.106011,3.862943220612453
1022,-76.81905,39.33631,0.27153428731108237
1025,-76.820832,39.465927,17.77853581842894
1027,-76.501348,38.897933,7.43246004961082
1030,-76.548078,39.358982,33.542511416601435
1031,-77.239584,39.050731999999996,5.962000098146802
1033,-76.553137,38.888733,0.11795905219095876
1040,-76.650812414,39.205664,21.69505685354308
1042,-76.948867,38.960511,31.359308769372195
1046,-76.99169,38.98627,37.79054366283646
1048,-77.379128,38.778717,1.5100788574946684
1049,-77.074493112,38.81276,27.36668049371723
1051,-77.18879,39.210861,2.9320553570604946
1052,-76.476573,38.971602,41.78797606457632
1053,-77.0755,38.94755,38.694978669442634
1054,-77.075251702,38.947793294,37.35692190860517
1063,-77.112652,38.969614,19.020175741391864
1065,-76.766465488,38.411006,3.5936819249534984
1066,-77.142,38.973968,11.354127394227039
1071,-76.728390275,38.924550235,17.063182928404313
1072,-76.507121578,38.997531,14.726712991673082
1081,-77.0684,38.97719,13.688583243263727
1082,-77.002615,38.982348,28.48491375456959
1091,-76.98587,39.08302,5.086523650446573
1097,-76.879357284,39.225897,10.51488026791692
1101,-77.166488,38.91379,15.33433390268158
1102,-77.16607,38.91761,16.41750141150856
1103,-76.873480247,39.003071,19.35982387403365
1106,-76.614036,39.112099,22.63870831919053
1109,-77.106526766,38.823134,30.66089994660325
1114,-76.580815,39.148162,16.411259503011237
1119,-76.99245,38.9412,51.573507925320314
1120,-76.56586,38.96538,22.796729710500248
1122,-77.086122,38.982259,22.400532489652143
1128,-77.085431,38.945333,26.741995805406457
1131,99999,99999,NA
1133,-76.5389908,39.012938,0.9571838097473148
1135,-76.992594,39.140526,7.217513958570527
1141,-77.303937753,38.999398,3.1098667509954074
1142,-77.3286,38.996908,5.545429526874432
1144,-77.076584,39.299093,0.18525251550137026
1145,-76.99349,38.978113,24.5158087976256
1146,-77.066524,38.906579,65.82025057794577
1148,-76.685049,38.996228,22.08539474251428
1153,-76.546883,38.929357,23.736537493406693
1154,-76.59784,38.72271,2.8056302530433594
1158,-77.13128,39.00987,15.14826655451711
1160,-77.28131,38.906239,12.034350928474502
1164,-77.327739537,38.689261,21.985659547936216
1168,-76.959979,38.616205,25.080420747202222
1171,-77.089050657,38.884061,53.14258504018457
1176,-77.064569658,38.966165,22.130211773376956
1183,-77.038502,39.081093,13.252044810629245
1187,-77.092482,39.067105,21.67941245675633
1191,-77.081697233,38.734602,19.31199788041859
1195,-77.01577,38.977191,35.001412836980755
1196,-76.48508,39.008744,5.357799358495299
1197,-77.09839,38.899038,23.529868314887118
1198,-77.204878,38.868079,29.038669326534652
1202,-76.211910425,38.969596,13.136881054478568
1206,-77.212943557,38.877453,31.014603855339992
1211,-77.105604294,38.726443,27.917518941204456
1213,-76.49434,38.969231,28.474287570863833
1215,-76.91765,38.930064,29.541603275658495
1216,-77.34858534,38.786955,1.2965147164868651
1220,-76.986449,38.687903,12.48395092011689
1225,-77.03262,39.069748,11.692978442586444
1230,-77.04321,38.9185,77.2737930844539
1231,-77.06121,38.94187,34.23652518059565
1234,-77.15308,38.889592,25.79531384888628
1235,-76.73913017,38.984527088,31.18983423653308
1238,-77.29446,38.84077,18.057860078524254
1239,-77.143947,38.851221,23.959195132318172
1242,-76.840059,39.191128,19.75815263459708
1243,-76.89769,38.72139,1.3690163379600975
1248,-77.0904,39.069366,20.66164337410749
1249,-77.28131,38.746031,7.186710938416306
1251,-77.075,38.982775,19.14522084138222
1254,-77.077918,38.74513,30.617477191588176
1255,-76.488423,38.96237,38.129980651541935
