site_id,status,location_m,long,lat,long_TF,lat_TF,longitude,latitude,SoundExisting,SoundImpact,SoundNatural,NightBrightness
876,discontinued,gps,-76.68071529,39.37443800,TRUE,TRUE,-76.6807153,39.3744380,47.8585,13.6256,34.2329,5.171160
878,resight-only,gps,-76.58182000,39.28850800,TRUE,TRUE,-76.5818200,39.2885080,55.5284,20.2385,35.2899,10.032600
883,active,gps,-77.03846000,39.31998000,TRUE,TRUE,-77.0384600,39.3199800,43.5324,9.5646,33.9678,0.779284
884,active,gps,-76.54777000,39.01040400,TRUE,TRUE,-76.5477700,39.0104040,45.3913,11.0422,34.3491,1.535150
890,active,gps,-76.47009000,39.01745900,TRUE,TRUE,-76.4700900,39.0174590,46.5371,11.5881,34.9490,1.226230
891,discontinued,gps,-77.05493026,38.98404900,TRUE,TRUE,-77.0549303,38.9840490,47.1768,12.6800,34.4968,5.103550
895,discontinued,gps,-77.03082500,39.06727900,TRUE,TRUE,-77.0308250,39.0672790,48.5668,14.0389,34.5279,3.479630
897,discontinued,gps,-76.12692700,38.85462900,TRUE,TRUE,-76.1269270,38.8546290,39.5140,4.6570,34.8570,0.191574
902,active,gps,-77.08238000,38.95743300,TRUE,TRUE,-77.0823800,38.9574330,52.8379,18.0385,34.7993,6.714850
907,resight-only,gps,-77.11837094,39.01247665,TRUE,TRUE,-77.1183709,39.0124767,47.3505,12.7735,34.5770,4.023290
908,discontinued,gps,-76.66248800,38.75452900,TRUE,TRUE,-76.6624880,38.7545290,44.5340,10.1537,34.3802,0.679539
909,discontinued,gps,-76.91073600,38.94646000,TRUE,TRUE,-76.9107360,38.9464600,50.1451,15.4219,34.7233,6.822020
919,resight-only,gps,-77.08910241,38.99115518,TRUE,TRUE,-77.0891024,38.9911552,47.1695,12.4960,34.6735,4.959090
926,discontinued,gps,-77.23235000,39.13687100,TRUE,TRUE,-77.2323500,39.1368710,48.4751,14.5024,33.9727,3.524550
930,resight-only,gps,-77.14308449,38.97418291,TRUE,TRUE,-77.1430845,38.9741829,47.1898,12.6192,34.5705,3.388750
931,discontinued,gps,-76.81600200,38.85381400,TRUE,TRUE,-76.8160020,38.8538140,46.6299,12.3738,34.2561,2.766610
933,active,gps,-76.88507000,39.00142000,TRUE,TRUE,-76.8850700,39.0014200,47.0160,12.1992,34.8168,4.283760
936,discontinued,gps,-77.05345000,38.96651667,TRUE,TRUE,-77.0534500,38.9665167,47.7318,13.2010,34.5307,5.765180
937,discontinued,gps,-77.05428609,38.95776900,TRUE,TRUE,-77.0542861,38.9577690,48.7739,14.1988,34.5751,6.778270
938,discontinued,gps,-77.05032315,38.95560400,TRUE,TRUE,-77.0503232,38.9556040,48.0112,13.3415,34.6697,8.568310
939,discontinued,gps,-77.04480049,38.97142400,TRUE,TRUE,-77.0448005,38.9714240,44.0745,9.6352,34.4394,6.893130
940,discontinued,gps,-77.04932602,38.93380800,TRUE,TRUE,-77.0493260,38.9338080,55.3869,20.2185,35.1684,15.284900
941,discontinued,gps,-77.05165256,38.95808500,TRUE,TRUE,-77.0516526,38.9580850,47.8187,13.1611,34.6576,6.778270
942,discontinued,gps,-77.05113333,38.97531667,TRUE,TRUE,-77.0511333,38.9753167,47.9014,13.6501,34.2513,5.765180
943,discontinued,gps,-77.04823333,38.97330000,TRUE,TRUE,-77.0482333,38.9733000,45.1864,10.9287,34.2577,6.893130
944,discontinued,gps,-77.04480000,38.97105000,TRUE,TRUE,-77.0448000,38.9710500,48.6436,13.7409,34.9027,6.893130
945,discontinued,gps,-77.05238684,38.93953800,TRUE,TRUE,-77.0523868,38.9395380,52.1456,17.0988,35.0467,8.542940
946,discontinued,gps,-77.05264030,38.93632600,TRUE,TRUE,-77.0526403,38.9363260,52.7474,17.7475,34.9999,8.542940
947,discontinued,gps,-77.04336630,38.95806900,TRUE,TRUE,-77.0433663,38.9580690,51.4031,16.3037,35.0994,8.568310
948,discontinued,gps,-77.04140000,38.97825000,TRUE,TRUE,-77.0414000,38.9782500,46.9483,12.2815,34.6668,6.893130
949,resight-only,gps,-77.04740482,38.92557000,TRUE,TRUE,-77.0474048,38.9255700,55.5863,20.4871,35.0992,15.284900
950,discontinued,gps,-77.10682900,39.11266800,TRUE,TRUE,-77.1068290,39.1126680,45.8080,11.2201,34.5879,2.475310
951,resight-only,gps,-77.00050246,38.97885078,TRUE,TRUE,-77.0005025,38.9788508,48.4824,13.9313,34.5511,7.148950
953,discontinued,gps,-77.02685400,39.24903600,TRUE,TRUE,-77.0268540,39.2490360,42.9444,8.9901,33.9544,0.914258
954,discontinued,gps,-76.61088700,38.89727200,TRUE,TRUE,-76.6108870,38.8972720,44.5419,10.2085,34.3334,0.897034
956,discontinued,gps,-76.54586200,39.10533100,TRUE,TRUE,-76.5458620,39.1053310,49.5653,14.8822,34.6831,1.997680
957,active,gps,-77.02058000,38.99424000,TRUE,TRUE,-77.0205800,38.9942400,48.4799,13.9343,34.5457,6.536820
960,discontinued,gps,-76.62489000,39.28369800,TRUE,TRUE,-76.6248900,39.2836980,56.3693,20.8030,35.5663,13.584800
961,resight-only,gps,-76.99565218,38.97754628,TRUE,TRUE,-76.9956522,38.9775463,49.3440,14.7349,34.6092,7.148950
965,discontinued,gps,-76.47382600,39.00293300,TRUE,TRUE,-76.4738260,39.0029330,46.7365,11.8363,34.9002,1.281200
967,active,gps,-77.02761801,38.92297864,TRUE,TRUE,-77.0276180,38.9229786,56.1988,21.5330,34.6658,16.152300
982,discontinued,gps,-76.91128300,38.94534000,TRUE,TRUE,-76.9112830,38.9453400,50.1451,15.4219,34.7233,6.822020
983,active,gps,-76.55349000,38.85994200,TRUE,TRUE,-76.5534900,38.8599420,40.7027,6.3047,34.3980,0.587617
986,discontinued,gps,-76.97340400,38.96589200,TRUE,TRUE,-76.9734040,38.9658920,52.0467,17.1194,34.9274,6.899000
990,discontinued,gps,-77.23712964,38.88893900,TRUE,TRUE,-77.2371296,38.8889390,47.4517,13.3000,34.1517,4.419310
991,resight-only,gps,-76.75737180,38.99436347,TRUE,TRUE,-76.7573718,38.9943635,47.4450,12.9792,34.4658,2.488140
993,resight-only,gps,-76.87152941,39.00835578,TRUE,TRUE,-76.8715294,39.0083558,45.6439,10.6583,34.9856,4.283760
995,discontinued,gps,-76.87474016,39.14984500,TRUE,TRUE,-76.8747402,39.1498450,47.2128,12.9263,34.2865,2.713670
996,resight-only,gps,-77.05472239,39.07656892,TRUE,TRUE,-77.0547224,39.0765689,47.2429,12.6579,34.5850,3.842890
1006,discontinued,gps,-77.18059000,39.06738100,TRUE,TRUE,-77.1805900,39.0673810,47.2492,13.4434,33.8057,3.233430
1007,resight-only,gps,-77.07552117,39.02183379,TRUE,TRUE,-77.0755212,39.0218338,48.5800,14.0681,34.5119,4.299560
1009,active,gps,-76.92108000,38.92721000,TRUE,TRUE,-76.9210800,38.9272100,47.8259,12.8751,34.9508,7.011190
1010,resight-only,gps,-76.86772000,38.75970900,TRUE,TRUE,-76.8677200,38.7597090,46.8412,12.5923,34.2490,2.372160
1014,resight-only,gps,-77.05741000,38.99516000,TRUE,TRUE,-77.0574100,38.9951600,46.7978,12.2861,34.5116,5.103550
1019,discontinued,gps,-77.29086316,39.07972600,TRUE,TRUE,-77.2908632,39.0797260,45.3750,10.8200,34.5550,1.523320
1020,resight-only,gps,-77.10883000,39.10601100,TRUE,TRUE,-77.1088300,39.1060110,46.2502,11.5720,34.6782,2.928930
1022,active,gps,-76.81905000,39.33631000,TRUE,TRUE,-76.8190500,39.3363100,45.5291,10.9776,34.5515,1.817930
1025,discontinued,gps,-76.82083200,39.46592700,TRUE,TRUE,-76.8208320,39.4659270,46.9415,13.1696,33.7719,1.795340
1027,discontinued,gps,-76.50134800,38.89793300,TRUE,TRUE,-76.5013480,38.8979330,44.4786,9.0977,35.3809,0.858091
1028,active,gps,-76.75629453,38.99609168,TRUE,TRUE,-76.7562945,38.9960917,47.3633,12.8463,34.5170,2.488140
1030,discontinued,gps,-76.54807800,39.35898200,TRUE,TRUE,-76.5480780,39.3589820,50.7483,15.6695,35.0788,5.519320
1031,discontinued,gps,-77.23958400,39.05073200,TRUE,TRUE,-77.2395840,39.0507320,47.5471,13.5183,34.0288,1.940170
1033,discontinued,gps,-76.55313700,38.88873300,TRUE,TRUE,-76.5531370,38.8887330,41.8287,7.0386,34.7901,0.690118
1035,discontinued,gps,-77.22359965,38.99651614,TRUE,TRUE,-77.2235997,38.9965161,47.1951,13.1757,34.0194,2.245290
1038,resight-only,gps,-77.15373165,38.98577194,TRUE,TRUE,-77.1537317,38.9857719,47.2885,12.2288,35.0597,3.053540
1040,discontinued,gps,-76.65081241,39.20566400,TRUE,TRUE,-76.6508124,39.2056640,49.1888,14.5791,34.6097,5.054840
1042,discontinued,gps,-76.94886700,38.96051100,TRUE,TRUE,-76.9488670,38.9605110,49.3794,14.4183,34.9611,7.606440
1046,active,gps,-76.99169000,38.98627000,TRUE,TRUE,-76.9916900,38.9862700,49.6379,15.1811,34.4568,6.526450
1048,discontinued,gps,-77.37912800,38.77871700,TRUE,TRUE,-77.3791280,38.7787170,44.2048,10.1219,34.0830,1.480200
1049,discontinued,gps,-77.07449311,38.81276000,TRUE,TRUE,-77.0744931,38.8127600,50.7255,16.1887,34.5368,7.005660
1051,resight-only,gps,-77.18879000,39.21086100,TRUE,TRUE,-77.1887900,39.2108610,45.9226,12.2991,33.6235,1.382210
1052,discontinued,gps,-76.47657300,38.97160200,TRUE,TRUE,-76.4765730,38.9716020,46.5695,11.3247,35.2448,1.433170
1053,active,gps,-77.07550000,38.94755000,TRUE,TRUE,-77.0755000,38.9475500,51.6150,16.8174,34.7976,7.735110
1054,active,gps,-77.07525170,38.94779329,TRUE,TRUE,-77.0752517,38.9477933,51.6150,16.8174,34.7976,7.735110
1056,active,gps,-77.04769400,38.92615500,TRUE,TRUE,-77.0476940,38.9261550,55.5863,20.4871,35.0992,15.284900
1058,resight-only,gps,-77.01029300,38.99741500,TRUE,TRUE,-77.0102930,38.9974150,49.0232,14.4694,34.5538,6.536820
1061,active,gps,-77.02581700,38.88860400,TRUE,TRUE,-77.0258170,38.8886040,56.2150,21.1471,35.0678,18.815400
1062,active,gps,-76.93771367,38.96094399,TRUE,TRUE,-76.9377137,38.9609440,49.5381,14.6385,34.8996,6.524740
1063,discontinued,gps,-77.11265200,38.96961400,TRUE,TRUE,-77.1126520,38.9696140,47.9287,13.2102,34.7186,4.143950
1065,resight-only,gps,-76.76646549,38.41100600,TRUE,TRUE,-76.7664655,38.4110060,40.4683,6.2815,34.1867,0.242890
1066,resight-only,gps,-77.14200000,38.97396800,TRUE,TRUE,-77.1420000,38.9739680,47.1898,12.6192,34.5705,3.388750
1071,resight-only,gps,-76.72839028,38.92455024,TRUE,TRUE,-76.7283903,38.9245502,46.3761,11.9956,34.3805,2.558870
1072,discontinued,gps,-76.50712158,38.99753100,TRUE,TRUE,-76.5071216,38.9975310,47.1290,11.9236,35.2054,1.908090
1077,active,gps,-77.00520100,38.97313900,TRUE,TRUE,-77.0052010,38.9731390,50.1355,15.5632,34.5723,7.148950
1081,active,gps,-77.06840000,38.97719000,TRUE,TRUE,-77.0684000,38.9771900,46.8857,12.2753,34.6104,5.765180
1082,discontinued,gps,-77.00261500,38.98234800,TRUE,TRUE,-77.0026150,38.9823480,48.8910,14.2201,34.6709,6.526450
1091,active,gps,-76.98587000,39.08302000,TRUE,TRUE,-76.9858700,39.0830200,46.8869,12.5756,34.3113,2.909260
1093,active,map,39.28173000,-76.69991000,FALSE,FALSE,-76.6999100,39.2817300,50.6717,15.9565,34.7152,5.913950
1097,discontinued,gps,-76.87935728,39.22589700,TRUE,TRUE,-76.8793573,39.2258970,46.9168,12.9844,33.9324,3.010630
1101,discontinued,gps,-77.16648800,38.91379000,TRUE,TRUE,-77.1664880,38.9137900,48.8786,14.2586,34.6200,4.156850
1102,active,gps,-77.16607000,38.91761000,TRUE,TRUE,-77.1660700,38.9176100,47.6161,12.9905,34.6256,4.156850
1103,discontinued,gps,-76.87348025,39.00307100,TRUE,TRUE,-76.8734803,39.0030710,47.4971,12.5200,34.9770,4.283760
1105,discontinued,gps,-77.01523789,39.00266300,TRUE,TRUE,-77.0152379,39.0026630,49.8982,15.6690,34.2292,5.206360
1106,discontinued,gps,-76.61403600,39.11209900,TRUE,TRUE,-76.6140360,39.1120990,47.2251,12.9273,34.2978,2.474090
1109,discontinued,gps,-77.10652677,38.82313400,TRUE,TRUE,-77.1065268,38.8231340,49.0483,14.4722,34.5761,6.110700
1114,discontinued,gps,-76.58081500,39.14816200,TRUE,TRUE,-76.5808150,39.1481620,47.9407,13.3678,34.5729,3.558610
1119,active,gps,-76.99245000,38.94120000,TRUE,TRUE,-76.9924500,38.9412000,54.2562,19.3111,34.9452,10.825700
1120,active,gps,-76.56586000,38.96538000,TRUE,TRUE,-76.5658600,38.9653800,47.7734,13.2249,34.5485,1.817300
1121,resight-only,gps,-76.99271874,39.02440448,TRUE,TRUE,-76.9927187,39.0244045,46.9254,12.3934,34.5321,4.279030
1122,discontinued,gps,-77.08612200,38.98225900,TRUE,TRUE,-77.0861220,38.9822590,46.9136,12.1929,34.7207,5.505720
1124,discontinued,gps,-77.11407300,38.90766900,TRUE,TRUE,-77.1140730,38.9076690,48.7055,14.1282,34.5773,5.246120
1127,resight-only,gps,-77.27328279,39.07581773,TRUE,TRUE,-77.2732828,39.0758177,45.6656,11.7200,33.9456,1.815830
1128,discontinued,gps,-77.08543100,38.94533300,TRUE,TRUE,-77.0854310,38.9453330,53.9255,19.1719,34.7536,7.735110
1133,discontinued,gps,-76.53899080,39.01293800,TRUE,TRUE,-76.5389908,39.0129380,45.7656,11.3380,34.4277,1.535150
1135,discontinued,gps,-76.99259400,39.14052600,TRUE,TRUE,-76.9925940,39.1405260,45.7525,11.7212,34.0313,1.941850
1141,discontinued,gps,-77.30393775,38.99939800,TRUE,TRUE,-77.3039378,38.9993980,47.8353,14.0658,33.7695,1.993530
1142,resight-only,gps,-77.32860000,38.99690800,TRUE,TRUE,-77.3286000,38.9969080,47.9571,14.0729,33.8842,2.288100
1144,discontinued,gps,-77.07658400,39.29909300,TRUE,TRUE,-77.0765840,39.2990930,42.6890,8.9393,33.7497,0.725296
1145,discontinued,gps,-76.99349000,38.97811300,TRUE,TRUE,-76.9934900,38.9781130,48.3027,13.5489,34.7538,7.148950
1146,discontinued,gps,-77.06652400,38.90657900,TRUE,TRUE,-77.0665240,38.9065790,55.4702,20.4921,34.9781,13.320700
1148,discontinued,gps,-76.68504900,38.99622800,TRUE,TRUE,-76.6850490,38.9962280,47.2314,12.8652,34.3661,2.148010
1153,resight-only,gps,-76.54688300,38.92935700,TRUE,TRUE,-76.5468830,38.9293570,46.5468,11.4465,35.1003,1.636730
1154,active,gps,-76.59784000,38.72271000,TRUE,TRUE,-76.5978400,38.7227100,44.2836,10.0821,34.2015,0.504657
1158,active,gps,-77.13128000,39.00987000,TRUE,TRUE,-77.1312800,39.0098700,47.5711,13.1824,34.3888,4.023290
1160,resight-only,gps,-77.28131000,38.90623900,TRUE,TRUE,-77.2813100,38.9062390,47.1771,12.7895,34.3875,2.760950
1164,discontinued,gps,-77.32773954,38.68926100,TRUE,TRUE,-77.3277395,38.6892610,47.1504,12.7574,34.3930,2.104700
1168,discontinued,gps,-76.95997900,38.61620500,TRUE,TRUE,-76.9599790,38.6162050,47.8200,13.6268,34.1932,1.573650
1170,resight-only,gps,-77.34399000,38.87611100,TRUE,TRUE,-77.3439900,38.8761110,48.0940,13.5741,34.5199,2.765030
1171,discontinued,gps,-77.08905066,38.88406100,TRUE,TRUE,-77.0890507,38.8840610,52.3142,17.4959,34.8184,7.592820
1176,discontinued,gps,-77.06456966,38.96616500,TRUE,TRUE,-77.0645697,38.9661650,48.3403,13.7876,34.5527,6.778270
1177,discontinued,gps,-76.91817865,39.04485529,TRUE,TRUE,-76.9181787,39.0448553,47.9291,13.3526,34.5766,4.011530
1183,discontinued,gps,-77.03850200,39.08109300,TRUE,TRUE,-77.0385020,39.0810930,46.9758,12.8865,34.0894,2.924680
1185,active,gps,-77.01407889,39.07370129,TRUE,TRUE,-77.0140789,39.0737013,47.2898,13.0198,34.2701,3.127840
1186,active,gps,-78.88132600,38.44954800,TRUE,TRUE,-78.8813260,38.4495480,49.8482,16.3189,33.5293,1.598270
1187,discontinued,gps,-77.09248200,39.06710500,TRUE,TRUE,-77.0924820,39.0671050,46.9860,12.2502,34.7358,3.877190
1188,active,gps,-77.03685900,39.05625300,TRUE,TRUE,-77.0368590,39.0562530,46.4739,12.2373,34.2366,3.771330
1191,discontinued,gps,-77.08169723,38.73460200,TRUE,TRUE,-77.0816972,38.7346020,47.7856,12.3721,35.4135,3.017630
1195,discontinued,gps,-77.01577000,38.97719100,TRUE,TRUE,-77.0157700,38.9771910,49.0229,14.3500,34.6728,7.576660
1196,discontinued,gps,-76.48508000,39.00874400,TRUE,TRUE,-76.4850800,39.0087440,47.1018,12.3715,34.7304,1.561510
1197,discontinued,gps,-77.09839000,38.89903800,TRUE,TRUE,-77.0983900,38.8990380,50.6239,15.8265,34.7974,7.149030
1198,resight-only,gps,-77.20487800,38.86807900,TRUE,TRUE,-77.2048780,38.8680790,48.8124,14.3009,34.5116,4.713790
1202,resight-only,gps,-76.21191043,38.96959600,TRUE,TRUE,-76.2119104,38.9695960,44.7811,9.1050,35.6761,0.493329
1206,discontinued,gps,-77.21294356,38.87745300,TRUE,TRUE,-77.2129436,38.8774530,47.5088,13.1513,34.3574,4.430070
1211,resight-only,gps,-77.10560429,38.72644300,TRUE,TRUE,-77.1056043,38.7264430,47.6535,12.8407,34.8127,2.387610
1213,discontinued,gps,-76.49434000,38.96923100,TRUE,TRUE,-76.4943400,38.9692310,47.8220,12.5445,35.2775,2.321230
1214,resight-only,gps,-76.74391435,38.93152776,TRUE,TRUE,-76.7439144,38.9315278,46.6361,11.7143,34.9218,2.706630
1215,resight-only,gps,-76.91765000,38.93006400,TRUE,TRUE,-76.9176500,38.9300640,47.2746,12.5194,34.7553,7.011190
1216,discontinued,gps,-77.34858534,38.78695500,TRUE,TRUE,-77.3485853,38.7869550,45.9528,12.0317,33.9211,1.609680
1220,discontinued,gps,-76.98644900,38.68790300,TRUE,TRUE,-76.9864490,38.6879030,46.4203,12.0126,34.4077,1.551150
1225,resight-only,gps,-77.03262000,39.06974800,TRUE,TRUE,-77.0326200,39.0697480,46.6274,12.0425,34.5848,3.479630
1230,active,gps,-77.04321000,38.91850000,TRUE,TRUE,-77.0432100,38.9185000,56.0061,21.1026,34.9035,15.284900
1231,discontinued,gps,-77.06121000,38.94187000,TRUE,TRUE,-77.0612100,38.9418700,52.0800,17.4510,34.6290,8.542940
1234,resight-only,gps,-77.15308000,38.88959200,TRUE,TRUE,-77.1530800,38.8895920,49.7980,15.0690,34.7289,5.027410
1235,active,gps,-76.73913017,38.98452709,TRUE,TRUE,-76.7391302,38.9845271,48.2528,13.8641,34.3886,2.677430
1238,active,gps,-77.29446000,38.84077000,TRUE,TRUE,-77.2944600,38.8407700,47.3906,13.0396,34.3510,3.187570
1239,discontinued,gps,-77.14394700,38.85122100,TRUE,TRUE,-77.1439470,38.8512210,49.6216,15.2719,34.3497,5.320880
1242,discontinued,gps,-76.84005900,39.19112800,TRUE,TRUE,-76.8400590,39.1911280,47.2066,12.7349,34.4717,3.158880
1243,discontinued,gps,-76.89769000,38.72139000,TRUE,TRUE,-76.8976900,38.7213900,46.5257,12.2993,34.2263,1.580780
1248,resight-only,gps,-77.09040000,39.06936600,TRUE,TRUE,-77.0904000,39.0693660,46.8407,12.3529,34.4878,3.877190
1249,resight-only,gps,-77.28131000,38.74603100,TRUE,TRUE,-77.2813100,38.7460310,46.2974,11.4688,34.8285,1.957390
1251,resight-only,gps,-77.07500000,38.98277500,TRUE,TRUE,-77.0750000,38.9827750,47.2367,12.4271,34.8096,4.959090
1253,resight-only,gps,-76.92799361,38.95956426,TRUE,TRUE,-76.9279936,38.9595643,50.7662,15.1721,35.5941,6.311860
1254,resight-only,gps,-77.07791800,38.74513000,TRUE,TRUE,-77.0779180,38.7451300,49.1378,13.8517,35.2861,4.418130
1255,discontinued,gps,-76.48842300,38.96237000,TRUE,TRUE,-76.4884230,38.9623700,47.2565,11.6288,35.6277,2.321230
1261,active,gps,-76.99983000,38.99543000,TRUE,TRUE,-76.9998300,38.9954300,51.6449,17.0528,34.5921,6.526450
